species_guid,icode,author_display,title
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
be8fea5c-a9f9-4c47-9f64-8c7da9b4ae45,1719,"植物病毒鉴定编写组, 1980",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
651796aa-e474-480a-80ed-05c94cd23fe4,10398,"张宗义,等.1999",
651796aa-e474-480a-80ed-05c94cd23fe4,10406,"张宗义等, 1998",
651796aa-e474-480a-80ed-05c94cd23fe4,1695,"季良, 1995",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10407,"孔宝华等, 2004",
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10419,宋婷婷等，2006,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,10436,2008,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,1654,CMI/AAB,
6af1f7cf-abb4-4b31-9f43-17f065abcdf3,7000,"CAB, 2006",
870a21af-3e36-443c-937c-92406fb121dc,1665,"农业部植检所, 1990",
7ef9d132-4e67-4cd8-951a-96e1569ac87a,7000,"CAB, 2006",
7ef9d132-4e67-4cd8-951a-96e1569ac87a,7000,"CAB, 2006",
7ef9d132-4e67-4cd8-951a-96e1569ac87a,7000,"CAB, 2006",
f2e26dd7-229b-44bd-b48c-926f20f01b2e,1654,CMI/AAB,
f2e26dd7-229b-44bd-b48c-926f20f01b2e,7000,"CAB, 2006",
f2e26dd7-229b-44bd-b48c-926f20f01b2e,7000,"CAB, 2006",
f2e26dd7-229b-44bd-b48c-926f20f01b2e,7000,"CAB, 2006",
f2e26dd7-229b-44bd-b48c-926f20f01b2e,1654,CMI/AAB,
f2e26dd7-229b-44bd-b48c-926f20f01b2e,7000,"CAB, 2006",
f2e26dd7-229b-44bd-b48c-926f20f01b2e,1654,CMI/AAB,
f2e26dd7-229b-44bd-b48c-926f20f01b2e,7000,"CAB, 2006",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
3fce5eb0-7c5f-45fb-b737-32ddb831110b,1674,"牛宏舜等, 1992",
ed67f19b-f83a-4329-bbac-8a34e40face4,1654,CMI/AAB,
3fee8d61-c514-42a5-9f95-8a9dce614b0b,1654,CMI/AAB,
3fee8d61-c514-42a5-9f95-8a9dce614b0b,7000,"CAB, 2006",
3fee8d61-c514-42a5-9f95-8a9dce614b0b,1654,CMI/AAB,
3fee8d61-c514-42a5-9f95-8a9dce614b0b,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10388,"董薇等, 2005",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10388,"董薇等, 2005",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10388,"董薇等, 2005",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10388,"董薇等, 2005",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,10339,"韩丽娟等, 2007",
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,1654,CMI/AAB,
f9f0bb2e-85e2-4e93-82d7-435ddbe55288,7000,"CAB, 2006",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,10572,"李剑峰, 1994",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,1654,CMI/AAB,
6a8ea2cc-4309-448c-b48b-f9f10b3edbc7,3202,"中国农科院植保所, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
030a61c9-fcca-4e4d-8920-29d66f4458b3,1695,"季良, 1995",
86bb1dd2-b92e-4d94-8d4f-33b8777d915d,15245837,"CPC,2022",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
33d66014-148d-4a90-88c0-45f7fc41ad23,1674,"牛宏舜等, 1992",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e29de6c1-74de-4b4e-9d40-55839753a961,7000,"CAB, 2006",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
e6a8d74e-a444-4231-aec1-bffcea543edd,1673,"(美)迪纳(刘勇等译), 1985",
575c782b-ff82-47d1-9484-8f6e3a53111d,448,"CABI and EPPO, 1992",
575c782b-ff82-47d1-9484-8f6e3a53111d,448,"CABI and EPPO, 1992",
575c782b-ff82-47d1-9484-8f6e3a53111d,448,"CABI and EPPO, 1992",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,10461,"刘永清等, 2000",
ce5ed412-1e78-41fd-965f-71a10ea7864a,7000,"CAB, 2006",
c8af6805-78bb-4e70-b431-69fad05102c4,159008,"Senanayake et al., 2013",
ae2c6089-c443-4f68-849a-a8298fa071e7,7000,"CAB, 2006",
ae2c6089-c443-4f68-849a-a8298fa071e7,7000,"CAB, 2006",
ae2c6089-c443-4f68-849a-a8298fa071e7,7000,"CAB, 2006",
2efac029-bd6a-4e26-93d3-a53e1c0fec4c,7000,"CAB, 2006",
b5457142-1e2a-4f52-821c-ba17fc75c69a,7000,"CAB, 2006",
33aef924-78ab-4212-884e-d6d69ac58df5,7000,"CAB, 2006",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f54e716c-8656-4452-83c4-3131a39cd94b,1695,"季良, 1995",
f904f976-1b28-4b26-b9c5-65c8f2011797,154600,本系统,
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
095339f3-38da-4a16-a50c-6aa6c080e606,1695,"季良, 1995",
316e25dd-2f89-454e-8943-d14d687249eb,448,"CABI and EPPO, 1992",
82d8c7a3-60bb-462f-be6f-95e0841441c8,3217,"中国农科院植保所, 1996",
82d8c7a3-60bb-462f-be6f-95e0841441c8,7000,"CAB, 2006",
82d8c7a3-60bb-462f-be6f-95e0841441c8,7000,"CAB, 2006",
82d8c7a3-60bb-462f-be6f-95e0841441c8,7000,"CAB, 2006",
cd4e8959-ba6e-454f-9356-069eafc3f97f,1652,C.M.I,
cd4e8959-ba6e-454f-9356-069eafc3f97f,7000,"CAB, 2006",
cd4e8959-ba6e-454f-9356-069eafc3f97f,7000,"CAB, 2006",
cd4e8959-ba6e-454f-9356-069eafc3f97f,1652,C.M.I,
cd4e8959-ba6e-454f-9356-069eafc3f97f,7000,"CAB, 2006",
cd4e8959-ba6e-454f-9356-069eafc3f97f,1652,C.M.I,
cd4e8959-ba6e-454f-9356-069eafc3f97f,7000,"CAB, 2006",
5fa1b946-3617-4dd1-94b0-dc603cc275f4,1652,C.M.I,
5fa1b946-3617-4dd1-94b0-dc603cc275f4,7000,"CAB, 2006",
5fa1b946-3617-4dd1-94b0-dc603cc275f4,7000,"CAB, 2006",
5fa1b946-3617-4dd1-94b0-dc603cc275f4,1652,C.M.I,
5fa1b946-3617-4dd1-94b0-dc603cc275f4,7000,"CAB, 2006",
5fa1b946-3617-4dd1-94b0-dc603cc275f4,1652,C.M.I,
5fa1b946-3617-4dd1-94b0-dc603cc275f4,1912,"瞿雅莲(译), 1992",
5fa1b946-3617-4dd1-94b0-dc603cc275f4,7000,"CAB, 2006",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
d4381a76-31cd-47b5-8cd5-5b6cbd344022,1719,"植物病毒鉴定编写组, 1980",
f64dbc7a-a0e3-4f42-b187-961a231f1d36,7000,"CAB, 2006",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
dd98eff0-2422-40ab-ad93-785094cee294,10431,"周益军, 2000",
dd98eff0-2422-40ab-ad93-785094cee294,10437,"李桂芬等, 2007",
dd98eff0-2422-40ab-ad93-785094cee294,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
bcd5c4e5-a9b4-4212-add6-b6f2f11c7ef4,1695,"季良, 1995",
851f74c6-599f-482f-a92d-f2c3dc6bf67e,7000,"CAB, 2006",
20483a56-1792-409d-980d-91981619144c,5,"王子清, 1982",
20483a56-1792-409d-980d-91981619144c,5,"王子清, 1982",
20483a56-1792-409d-980d-91981619144c,5,"王子清, 1982",
9c7cb9f2-e5f7-41f2-9cf5-e665066f708a,1701,"萧刚柔, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,10541,"刘月廉, 2000",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,3202,"中国农科院植保所, 1995",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,10541,"刘月廉, 2000",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,10595,"李君彦, 1991",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,239,"E.O.Essig, 1958",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,10541,"刘月廉, 2000",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,10605,"王壁生等, 2007",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,6912,"沈其益, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,1988,"章桂明等, 1992",
f6998020-7c8a-4f17-9d63-6dbf74e05b03,7000,"CAB, 2006",
5d384c30-d59f-42a9-9bc1-a5d0c6307e66,1701,"萧刚柔, 1992",
5d384c30-d59f-42a9-9bc1-a5d0c6307e66,7000,"CAB, 2006",
2bf0755a-7d7c-448f-b487-5d1935cf5b40,7000,"CAB, 2006",
2bf0755a-7d7c-448f-b487-5d1935cf5b40,7000,"CAB, 2006",
e90bce95-4819-4f3c-9357-d665fe674582,7000,"CAB, 2006",
b12386e8-400c-4dee-84e7-ff44155e1a1e,7000,"CAB, 2006",
0bab8da4-ff62-48c0-b631-8e379cc9ac32,839,"张成良等, 1996",
0bab8da4-ff62-48c0-b631-8e379cc9ac32,839,"张成良等, 1996",
0bab8da4-ff62-48c0-b631-8e379cc9ac32,839,"张成良等, 1996",
0bab8da4-ff62-48c0-b631-8e379cc9ac32,839,"张成良等, 1996",
0bab8da4-ff62-48c0-b631-8e379cc9ac32,839,"张成良等, 1996",
19f1ee6d-807b-4758-b482-50aa6fe59811,7000,"CAB, 2006",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
fec93d7e-97d6-4494-aebe-bfd162bcb484,1695,"季良, 1995",
3ace4a19-3282-4eee-bc34-db0dce0384e1,10646,"李小芹(译), 1984",
3ace4a19-3282-4eee-bc34-db0dce0384e1,10646,"李小芹(译), 1984",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,10646,"李小芹(译), 1984",
3ace4a19-3282-4eee-bc34-db0dce0384e1,1674,"牛宏舜等, 1992",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,10646,"李小芹(译), 1984",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
3ace4a19-3282-4eee-bc34-db0dce0384e1,7000,"CAB, 2006",
6afc7b37-d42b-4d21-a554-29c2a2f68b94,1674,"牛宏舜等, 1992",
6afc7b37-d42b-4d21-a554-29c2a2f68b94,1674,"牛宏舜等, 1992",
6afc7b37-d42b-4d21-a554-29c2a2f68b94,1674,"牛宏舜等, 1992",
6afc7b37-d42b-4d21-a554-29c2a2f68b94,1674,"牛宏舜等, 1992",
6afc7b37-d42b-4d21-a554-29c2a2f68b94,1674,"牛宏舜等, 1992",
aede330c-be26-4fa2-928f-0cdedf5b3138,7000,"CAB, 2006",
626819ab-c9e6-4692-bac1-b4c32e489b32,7000,"CAB, 2006",
626819ab-c9e6-4692-bac1-b4c32e489b32,1654,CMI/AAB,
626819ab-c9e6-4692-bac1-b4c32e489b32,7000,"CAB, 2006",
626819ab-c9e6-4692-bac1-b4c32e489b32,1654,CMI/AAB,
626819ab-c9e6-4692-bac1-b4c32e489b32,7000,"CAB, 2006",
626819ab-c9e6-4692-bac1-b4c32e489b32,7000,"CAB, 2006",
626819ab-c9e6-4692-bac1-b4c32e489b32,1654,CMI/AAB,
626819ab-c9e6-4692-bac1-b4c32e489b32,7000,"CAB, 2006",
d25e915a-b067-4062-9ae4-6bd05d5a0aee,7000,"CAB, 2006",
a71cc83f-941f-4df5-b533-ba58309481ee,159124,李明福等，2013,
a71cc83f-941f-4df5-b533-ba58309481ee,159124,李明福等，2013,
a71cc83f-941f-4df5-b533-ba58309481ee,159124,李明福等，2013,
a71cc83f-941f-4df5-b533-ba58309481ee,159124,李明福等，2013,
a71cc83f-941f-4df5-b533-ba58309481ee,159124,李明福等，2013,
e61b9c6e-eed2-4fdf-a3d5-40213090e2b6,154600,本系统,
b2d7654b-ca92-42b1-9e4b-cf7373255515,10326,"杨根华等, 2001",
b2d7654b-ca92-42b1-9e4b-cf7373255515,10326,"杨根华等, 2001",
b2d7654b-ca92-42b1-9e4b-cf7373255515,7000,"CAB, 2006",
b2d7654b-ca92-42b1-9e4b-cf7373255515,10326,"杨根华等, 2001",
b2d7654b-ca92-42b1-9e4b-cf7373255515,7000,"CAB, 2006",
b2d7654b-ca92-42b1-9e4b-cf7373255515,10326,"杨根华等, 2001",
b2d7654b-ca92-42b1-9e4b-cf7373255515,7000,"CAB, 2006",
