other_name_type,named_year,other_name,species_guid
拉丁名,"Roewer, 1928",Dysdera cretica,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Koch, 1838",Dysdera crocota,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Wunderlich, 1992",Dysdera inaequuscapillata,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Keyserling, 1877",Dysdera magna,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Caporiacco, 1937",Dysdera menozzii,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Schmidt, 1982",Dysdera palmensis,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Roewer, 1928",Dysdera sternalis,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Blackwall, 1864",Dysdera wollastoni,f0640e41-c764-4df5-a3cd-63bfc074d88b
拉丁名,"Pritchard & Keifer, 1958",Bryobia (Eharobia) eharai,09867f92-cd5d-40ad-8fec-9f149a99659a
拉丁名,"Kishida, 1954",Bryobia aqua,09867f92-cd5d-40ad-8fec-9f149a99659a
拉丁名,"Oudemans, 1924",Tyroborus lini,f303f9c1-bbb0-4ee1-bf3c-f33845113dc1
中文名,,线嗜酪螨,f303f9c1-bbb0-4ee1-bf3c-f33845113dc1
拉丁名,Keifer,Aceria guerreronis,128345e4-b5f2-4f84-8ff9-870e38363bde
拉丁名,(Keifer),Eriophyes guerreronis,128345e4-b5f2-4f84-8ff9-870e38363bde
拉丁名,,Brevipalpus bioculatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,(Bakks),Brevipalpus inornatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,(Banks),Brevipalpus inornatus,f21f641e-b3fe-4802-9743-845abc5827a8
英文名,,privet mite,f21f641e-b3fe-4802-9743-845abc5827a8
英文名,,"scarlet, mite",f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,,Tenuipalpus bioculatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,,Tenuipalpus inornatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,,Tenuipalpus obovatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,,Tenuipalpus pseudocuneatus,f21f641e-b3fe-4802-9743-845abc5827a8
拉丁名,"(Nesbitt, 1951)",Metaseiulus occidentalis,e8565c5a-fb9b-4157-86e4-cc09a5505dd0
拉丁名,Nesbitt,Typhlodromus occidentalis,e8565c5a-fb9b-4157-86e4-cc09a5505dd0
拉丁名,,Paratetranychus gossypii,2f9aa008-f894-47da-8544-c00955b23684
拉丁名,"Fabricius, 1775",Aranea mactans,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,HASSELTI,Lathrodectes mactans,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,,Latrodectes mactans,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Plantilla & Mabalay, 1935",Latrodectus agoyangyang,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Franganillo, 1930",Latrodectus albomaculatus,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Dahl, 1902",Latrodectus hahli,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Dahl, 1902",Latrodectus luzonicus,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Franganillo, 1930",Latrodectus mactans subsp. albomaculatus,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Dahl, 1902",Latrodectus mactans subsp. insularis,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Gonzalez, 1954",Latrodectus mactans subsp. mexicanus,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"Dahl, 1902",Latrodectus sagittifer,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"C.L.Koch, 1836",Latrodectus schuchii,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
英文名,,shoebutton spider,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
英文名,,"spider, red-back",8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
英文名,,"widow spider, black",8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
中文名,,黑寡妇蜘蛛,8eaaa2cc-18cf-4419-a9ff-49849db4cc4c
拉丁名,"(Thorell, 1881)",Leucauge blanda subsp. japonica,fdb42efb-cd18-4717-bf2f-417ecab2689a
拉丁名,"(Thorell, 1881)",Leucauge japonica,fdb42efb-cd18-4717-bf2f-417ecab2689a
拉丁名,"Schenkel, 1936",Leucauge szechuensis,fdb42efb-cd18-4717-bf2f-417ecab2689a
拉丁名,"Oudemans, 1929",Tenuipalpus cactorum,99cc75cb-834c-4ea9-9ee6-1f6ee2dc0989
拉丁名,,Eriophyes avellanae,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Eriophyes coryligallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Eriophyes pseudogallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Eryophyes avellanae,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Eryophyes coryligallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Eryophyes pseudogallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
英文名,,"hazelnut, gall mite",00b5af03-158a-4e61-9d22-1593f0d285e5
英文名,,"nut, gall mite",00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,Nalepa,Phytocoptella avellanae,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Phytoptus coryligallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,,Phytoptus pseudogallarum,00b5af03-158a-4e61-9d22-1593f0d285e5
拉丁名,"L.Koch, 1879",Deinopis bicornis,9b31dfda-6cd2-41b8-8817-05323a3b6969
拉丁名,"Reck, 1948",Mesotetranychus,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
拉丁名,"Rekk, 1941",Neobryobia,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
拉丁名,"Womersley, 1940",Tenuicrus,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
拉丁名,"Banks, 1917",Tetranobia,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
拉丁名,"Banks, 1917",Tetranychina,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
中文名,,如叶螨属,1429d0fb-3424-43b8-a6e7-0f480bbbc34e
拉丁名,Turk,Coelognathus dimidiatus,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Turk,Coeognathus tenuiclavus,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Berlese,Tyroglyphus infestans,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Gervais,Tyroglyphus longior,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Oudemans,Tyrophagus dimidiatus,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Vitzthum,Tyrophagus dimidiatus var. infestans,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Vitzthum,Tyrophagus dimidiatus var. longior,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Vitzthum,Tyrophagus dimidiatus var.humerousus,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Nesbitt,Tyrophagus infestans,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Hull,Tyrophagus longior,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,Zachratkin,Tyrophagus tenuiclavus,4d58b2ff-8452-4140-9cd2-853af578898b
拉丁名,"Murray, 1869",Acarus ribes,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,"Westwood, 1869",Acarus ribis-nigri,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
英文名,,black currant big bud mite,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
英文名,,blackcurrant big bud mite,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
英文名,,blackcurrant gall mite,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,"(Westwood, 1869)",Cecidophyes ribis,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
英文名,,currant bud mite,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
英文名,,"currant, mite, black",fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,(Westwood),Eriophyes ribis,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,"(Westwood, 1869)",Eriophyes ribis,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,"(Westwood, 1869)",Phytoptus ribis,fe068bdd-b0b9-4fa6-a74f-60fcf67276a9
拉丁名,,Acarus cinnabarinus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus cinnabarinus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus cucumeris,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus ferrugineus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus haematodes,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus hematodes,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus rosarum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Schrank, 1781",Acarus sambuci,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Linnaeus, 1758",Acarus telarius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Fourcroy, 1785",Acarus textor,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Boisduval, 1867",Acarus vitis,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,carmin spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,carmine spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,common red spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,common spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Distigmatus pilosus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Eotetranychus cucurbitacearum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Sayed, 1946",Eotetranychus cucurbitacearum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"André, 1933",Eotetranychus inexspectatus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Ugarov & Nikolskii, 1937",Eotetranychus scabrisetus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Linne, 1758)",Eotetranychus telarius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Zacher, 1916",Epitetranychus aequans,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1928",Epitetranychus alceae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Epitetranychus althaeae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Epitetranychus bimaculatus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Epitetranychus caldarii,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Zacher, 1916",Epitetranychus hamatus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Oudemans, 1930)",Epitetranychus reinwardtiae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Schrank, 1781)",Epitetranychus sambuci,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Epitetranychus telarius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Eutetranychus cinnabarinus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Eutetranychus cucurbitacearum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Eutetranychus dianthica,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,"glasshouse red, spider mite",b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,"greenhouse red, spider mite",b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,"hop red, spider mite",b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,"mite, two spotted",b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,von Hanstein,Paratetranychus althaeae,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,red spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Koch, 1838)",Schizotetranychus viburni,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,"spider mite, two-spotted",b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Flechtmann & Baker, 1967",Tetranychus aduncus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,von Hanstein,Tetranychus althaeae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Attiah, 1967",Tetranychus arabicus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Basu, 1963",Tetranychus aratica,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus aspidistrae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,Harvey,Tetranychus bimaculatus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Harvey, 1892",Tetranychus bimaculatus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus caldarii,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus choisyae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus cinnabarinus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus cucumeris,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,(Sayed),Tetranychus cucurbitacearum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Sayed, 1946)",Tetranychus cucurbitacearum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1937",Tetranychus dahliae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus dianthica,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Dosse, 1952",Tetranychus dianthica,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Cano & Alcacio, 1886",Tetranychus dugesii,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Murray, 1877",Tetranychus eriostemi,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus ferrugineus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Koch, 1841",Tetranychus fervidus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Murray, 1877",Tetranychus fici,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus fragariae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus fransseni,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Targioni Tozzetti, 1878",Tetranychus inaequalis,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus longitarsis,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus longitarsus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus major,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus manihotis,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus manihotis,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus minor,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"McGregor, 1950",Tetranychus multisetes,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"McGregor, 1950",Tetranychus multisetis,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus piger,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Donnadieu, 1875",Tetranychus plumistoma,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Basu, 1963",Tetranychus reetalius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1930",Tetranychus reinwardtiae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Saba, 1973",Tetranychus ricinus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus rosarum,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus russeolus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Schrank, 1781)",Tetranychus sambuci,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus scabrisetus,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus stellariae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,(L.),Tetranychus telarius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,auct.,Tetranychus telarius,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,,Tetranychus telarius *,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus telarius subsp. haematodes,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Fourcroy, 1785)",Tetranychus textor,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Dosse, 1952",Tetranychus urticae subsp. dianthica,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Koch, 1838",Tetranychus viburni,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Oudemans, 1931",Tetranychus violae,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"(Boisduval, 1867)",Tetranychus vitis,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,tropical red spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
英文名,,twospotted spider mite,b555453a-3048-4948-b5f6-6dadc98ad5d9
中文名,,瓜叶螨,b555453a-3048-4948-b5f6-6dadc98ad5d9
中文名,,朱砂叶螨,b555453a-3048-4948-b5f6-6dadc98ad5d9
拉丁名,"Van Eyndhoven, 1968",Rhizoglyphus engeli,157b5cf5-c924-4ab5-93aa-77cd6e9fec23
拉丁名,"Banks, 1937",Rhizoglyphus hyacinthi,157b5cf5-c924-4ab5-93aa-77cd6e9fec23
拉丁名,"Oudemans, 1924",Rhizoglyphus solani,157b5cf5-c924-4ab5-93aa-77cd6e9fec23
英文名,,citrus spider mite,469ac33b-2fae-4715-bb76-98e54bfef950
拉丁名,,Eotetranychus asiaticus,469ac33b-2fae-4715-bb76-98e54bfef950
英文名,,"mite, six-spotted",469ac33b-2fae-4715-bb76-98e54bfef950
拉丁名,"Riley, 1890",Tetranychus 6-maculatus,469ac33b-2fae-4715-bb76-98e54bfef950
拉丁名,,Tetranychus sexmaculatus,469ac33b-2fae-4715-bb76-98e54bfef950
拉丁名,"(Rainbow, 1894)",Ordgarius caliginosus,57a40c9c-4904-4d25-9136-906add81e5c5
拉丁名,"Ewing, 1942",Acomatacarus,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Vercammen-Grandjean, 1968",Leogonis,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,Zoological Record,Leogonius,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Vercammen-Grandjean, 1968",Orochlorus,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Vercammen-Grandjean, 1968",Tarsalacarus,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Greenberg, 1951",Xenacarus,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Loomis & Goff, 1973",Xenodontacarus,db83bd9c-f02c-4d9c-a0f4-d453a17d1d87
拉丁名,"Muller, 1905",Pediculoides avenae,4154926e-d2d3-4e08-bcd6-d6cc8373a18b
拉丁名,"Wolcott, 1907",Pediculoides dianthophilus,4154926e-d2d3-4e08-bcd6-d6cc8373a18b
拉丁名,,Iphidulus tiliae,83a54e40-b792-452a-89c3-e33d10372a7d
拉丁名,(Banks) 1917,Schizotetranychus celarius,6cee98fb-e305-47e2-8e62-0a5701fdeccc
拉丁名,"(Banks, 1917) Ehara, 1957",Schizotetranychus celarius,6cee98fb-e305-47e2-8e62-0a5701fdeccc
拉丁名,"Ewing, 1917",Schizotetranychus latitarsus,6cee98fb-e305-47e2-8e62-0a5701fdeccc
中文名,,食竹裂爪螨,6cee98fb-e305-47e2-8e62-0a5701fdeccc
拉丁名,Hirst.,Raviella indica,320ab46c-970d-412b-a59d-0ccda3c21d36
拉丁名,"(Hirst, 1926)",Hirstiella punicae,cd54ec5c-7ae6-43af-a10e-f655e0d6df4d
拉丁名,"(Hirst, 1926)",Oligonychus (Oligonychus) punicae,cd54ec5c-7ae6-43af-a10e-f655e0d6df4d
拉丁名,"(Banks) sensu Beer & Lang, 1958",Oligonychus viridis,cd54ec5c-7ae6-43af-a10e-f655e0d6df4d
拉丁名,,Paratetranychus coiti,cd54ec5c-7ae6-43af-a10e-f655e0d6df4d
拉丁名,Hirst,Paratetranychus punicae,cd54ec5c-7ae6-43af-a10e-f655e0d6df4d
拉丁名,"(Banks, 1909)",Dubininellus macropilis,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"Ehara, 1966",Phytoseiulus chanti,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"(Banks, 1904)",Phytoseiulus macropilis,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"(Hirschmann, 1962)",Phytoseiulus macrosetis,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,,Phytoseiulus speyeri,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"Evans, 1952",Phytoseiulus speyeri,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,,Phytoseius spoofi,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"(Oudemans, 1915)",Phytoseius spoofi,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,,Seiulus spoofi,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"Oudemans, 1915",Seiulus spoofi,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"Banks, 1909",Sejus macropilis,d51255ef-c21e-41a6-b3e4-ef6f0b5dde01
拉丁名,"Schenkel, 1936",Lycosa auribrachialis,fbf7f02a-67cd-49be-af5e-46b9f15e40b4
拉丁名,"(D?nitz & Strand, 1906)",Lycosa sepia,fbf7f02a-67cd-49be-af5e-46b9f15e40b4
拉丁名,"(Fox, 1935)",Lycosa subcoelestis,fbf7f02a-67cd-49be-af5e-46b9f15e40b4
拉丁名,"Oudemans, 1923",Aphelenia,6a0db942-870e-4082-9e3d-37c9465e94bf
拉丁名,"(Chamberlin, 1924)",Oxyopes viabilior,c14468dd-3fe5-4543-a6d2-378708bdcf78
拉丁名,"Simon, 1864",Oxyopa,0b630772-022a-4d79-9d33-62a411f9b5b7
英文名,,"mc Daniel, spider mite",4463c520-b845-4290-9c6d-5fdc1f8f7c5a
拉丁名,"Thorell, 1875",Lycosa taczanowskii,14455ec1-006e-4cfd-8d0f-ca65d30d2f8f
拉丁名,"L.Koch, 1879",Pardosa chionophila,14455ec1-006e-4cfd-8d0f-ca65d30d2f8f
