species_guid,continent_name,country_name,province_name,description,id
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,大洋洲,瓦努阿图,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,大洋洲,夏威夷群岛,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,大洋洲,新喀里多尼亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,大洋洲,新西兰,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,埃及,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,埃塞俄比亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,安哥拉,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,贝宁,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,博茨瓦纳,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,布基纳法索,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,布隆迪,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,赤道几内亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,佛得角,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,冈比亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,刚果,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,刚果民主共和国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,几内亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,加纳,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,加蓬,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,津巴布韦,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,喀麦隆,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,科特迪瓦,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,肯尼亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,莱索托,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,利比里亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,卢旺达,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,马达加斯加,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,马拉维,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,马里,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,毛里求斯,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,毛里求斯,罗得里格斯岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,毛里塔尼亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,摩洛哥,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,莫桑比克,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,南非,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,尼日尔,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,尼日利亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,塞拉利昂,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,塞内加尔,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,塞舌尔,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,苏丹,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,索马里,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,坦桑尼亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,突尼斯,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,乌干达,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,赞比亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,乍得,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,非洲,中非共和国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,阿根廷,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,巴拉那州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,伯南布哥州,"存在 present,存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,戈亚斯州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,里约热内卢州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,马拉尼昂州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,马诺良,存在 present,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,马托格罗索州,"存在 present,存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,米纳斯吉拉斯州,"存在 present,存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,帕拉州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,圣保罗州,"存在 present,存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,巴西,圣卡塔林纳州,"存在 present,存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,波多黎各,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,厄瓜多尔,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,法属圭亚那,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,哥伦比亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,圭亚那,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,秘鲁,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,苏里南,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,委内瑞拉,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,乌拉圭,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,南美洲,智利,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,比利时,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,丹麦,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,德国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,俄罗斯,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,俄罗斯,俄罗斯欧洲部分,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,法国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,荷兰,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,葡萄牙,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,前南斯拉夫,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,斯洛文尼亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,西班牙,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,希腊,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,意大利,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,意大利,撒丁岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,意大利,西西里岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,英国,根西岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,欧洲,英国,泽西岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚州,土耳其,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,巴基斯坦,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,朝鲜,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,韩国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,柬埔寨,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,老挝,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,黎巴嫩,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,马来西亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,马来西亚,马来西亚半岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,马来西亚,沙巴,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,马来西亚,沙捞越,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,孟加拉国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,缅甸,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,尼泊尔,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,日本,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,日本,本州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,日本,九州,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,日本,琉球群岛,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,塞浦路斯,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,沙特阿拉伯,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,斯里兰卡,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,泰国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,文莱,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,叙利亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,伊拉克,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,伊朗,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,以色列,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,阿萨姆邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,安达曼和尼科巴群岛,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,安得拉邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,奥里萨邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,北方邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,比哈尔邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,查漠和克什米尔,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,德里,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,古吉拉特邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,喀拉拉邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,卡纳塔克邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,拉贾斯坦邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,马哈拉施特拉邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,曼尼普尔邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,那加兰邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,恰蒂斯加尔邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,泰米尔纳德邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,西孟加拉邦,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,喜马偕尔邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度,中央邦,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度尼西亚,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度尼西亚,苏门答腊,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度尼西亚,伊里安查亚,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,印度尼西亚,爪哇,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,越南,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,安徽,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,福建,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,广东,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,广西,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,贵州,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,海南,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,河北,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,河南,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,湖北,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,湖南,in the Hunan Province,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,吉林,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,江苏,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,江西,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,辽宁,"存在，无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,山东,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,上海,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,四川,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,台湾,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,云南,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,浙江,,
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,中国台湾,"存在，但无详细描述 Present, no further details",
6fc59a9e-a026-48af-8db8-4ae1f4207aa2,亚洲,中国,中国香港,"存在，无详细描述 Present, no further details",
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,加拿大,,,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,加拿大,安大略省,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,,,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,北卡罗来那州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,宾夕法尼亚州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,俄亥俄州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,俄勒冈州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,佛罗里达州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,弗吉尼亚州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,加利福尼亚州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,康涅狄格州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,罗得岛,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,密苏里州,,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,密西西比州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,南达科他州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,南卡罗来那州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,纽约州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,特拉华州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,新泽西州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,美国,佐治亚州,存在 present,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,墨西哥,,,
e0acc296-70cd-4a76-8279-45fa5eef0e77,北美洲,尼加拉瓜,,,
e0acc296-70cd-4a76-8279-45fa5eef0e77,大洋洲,澳大利亚,,,
